;Kundennummer;Gerätetyp
1069;54087;DeviceGen2
1070;70835;DeviceGen2
1071;8588;DeviceGen3
1072;90080;DeviceGen2
1073;10227;DeviceGen3
1074;5270;DeviceGen3
1075;35884;DeviceGen2
1076;6747;DeviceGen2
1077;24425;DeviceGen2
1078;21727;DeviceGen2
1079;4516;DeviceGen2
1080;80993;DeviceGen3
1081;47442;DeviceGen3
1082;10947;DeviceGen2
1083;90767;DeviceGen2
1084;13942;DeviceGen3
1085;72233;DeviceGen3
1086;72806;DeviceGen3
1087;38471;DeviceGen3
1088;60577;DeviceGen2
1089;38128;DeviceGen3
1090;99944;DeviceGen3
1091;2465;DeviceGen2
1092;11461;DeviceGen2
1093;71500;DeviceGen3
1094;80287;DeviceGen3
1095;81869;DeviceGen2
1096;95031;DeviceGen3
1097;59262;DeviceGen3
1098;74872;DeviceGen3
1099;19138;DeviceGen2
1100;56532;DeviceGen2
1101;30845;DeviceGen2
1102;32117;DeviceGen3
1103;77482;DeviceGen2
1104;12298;DeviceGen3
1105;98512;DeviceGen3
1106;93272;DeviceGen3
1107;42584;DeviceGen2
1108;42846;DeviceGen3
1109;72585;DeviceGen3
1110;30496;DeviceGen3
1111;95017;DeviceGen3
1112;92974;DeviceGen2
1113;29774;DeviceGen4
1114;31238;DeviceGen3
1115;87595;DeviceGen3
1116;56539;DeviceGen3
1117;44150;DeviceGen3
1118;81693;DeviceGen3
1119;52942;DeviceGen4
1120;44778;DeviceGen2
1121;36850;DeviceGen3
1122;64730;DeviceGen3
1123;12508;DeviceGen3
1124;54866;DeviceGen3
1125;19229;DeviceGen2
1126;57974;DeviceGen3
1127;14745;DeviceGen2
1128;66813;DeviceGen2
1129;19190;DeviceGen3
1130;80906;DeviceGen3
1131;38238;DeviceGen3
1132;91128;DeviceGen2
1133;25724;DeviceGen2
1134;54615;DeviceGen3
1135;45976;DeviceGen2
1136;64866;DeviceGen4
1137;78230;DeviceGen2
1138;77696;DeviceGen3
1139;50812;DeviceGen2
1140;53665;DeviceGen4
1141;4613;DeviceGen3
1142;84710;DeviceGen2
1143;81521;DeviceGen3
1144;38806;DeviceGen3
1145;36971;DeviceGen2
1146;67791;DeviceGen2
1147;81454;DeviceGen3
1148;60062;DeviceGen2
1149;4590;DeviceGen2
1150;15529;DeviceGen3
1151;7636;DeviceGen3
1152;65607;DeviceGen3
1153;20961;DeviceGen3
1154;38692;DeviceGen3
1155;71744;DeviceGen3
1156;59373;DeviceGen3
1157;23903;DeviceGen3
1158;63307;DeviceGen3
1159;53881;DeviceGen3
1160;34847;DeviceGen2
1161;14555;DeviceGen2
1162;51355;DeviceGen2
1163;73878;DeviceGen2
1164;97440;DeviceGen3
1165;80630;DeviceGen3
1166;76276;DeviceGen3
1167;73051;DeviceGen3
1168;8325;DeviceGen4
1169;98442;DeviceGen2
1170;75489;DeviceGen3
1171;26634;DeviceGen3
1172;54991;DeviceGen3
1173;40654;DeviceGen2
1174;65995;DeviceGen3
1175;44794;DeviceGen2
1176;34109;DeviceGen2
1177;49392;DeviceGen2
1178;4135;DeviceGen3
1179;39425;DeviceGen3
1180;86080;DeviceGen3
1181;16748;DeviceGen3
1182;52139;DeviceGen3
1183;90051;DeviceGen3
1184;4250;DeviceGen4
1185;35785;DeviceGen4
1186;80378;DeviceGen3
1187;78055;DeviceGen3
1188;11730;DeviceGen3
1189;59567;DeviceGen2
1190;26748;DeviceGen3
1191;84372;DeviceGen2
1192;19827;DeviceGen3
1193;16434;DeviceGen3
1194;5678;DeviceGen3
1195;55202;DeviceGen3
1196;88658;DeviceGen3
1197;23514;DeviceGen2
1198;9976;DeviceGen2
1199;75561;DeviceGen3
1200;6513;DeviceGen2
1201;77866;DeviceGen3
1202;57700;DeviceGen3
1203;72443;DeviceGen2
1204;21024;DeviceGen2
1205;11373;DeviceGen3
1206;66882;DeviceGen3
1207;52762;DeviceGen2
1208;86436;DeviceGen2
1209;5314;DeviceGen3
1210;48841;DeviceGen2
1211;59740;DeviceGen2
1212;16570;DeviceGen3
1213;72557;DeviceGen3
1214;51636;DeviceGen3
1215;38724;DeviceGen2
1216;66845;DeviceGen2
1217;65373;DeviceGen3
1218;98893;DeviceGen4
1219;44656;DeviceGen3
1220;92829;DeviceGen3
1221;30688;DeviceGen2
1222;83325;DeviceGen2
1223;29022;DeviceGen2
1224;33833;DeviceGen2
1225;69603;DeviceGen2
1226;97188;DeviceGen3
1227;98618;DeviceGen3
1228;36239;DeviceGen3
1229;81231;DeviceGen2
1230;16210;DeviceGen3
1231;56495;DeviceGen2
1232;99280;DeviceGen2
1233;57451;DeviceGen3
1234;98820;DeviceGen2
1235;85007;DeviceGen2
1236;1443;DeviceGen2
1237;98579;DeviceGen3
1238;66319;DeviceGen3
1239;32535;DeviceGen2
1240;11844;DeviceGen2
1241;28891;DeviceGen2
1242;59780;DeviceGen2
1243;93817;DeviceGen2
1244;49493;DeviceGen3
1245;92804;DeviceGen3
1246;50259;DeviceGen3
1247;26419;DeviceGen3
1248;31305;DeviceGen3
1249;36437;DeviceGen3
1250;32783;DeviceGen3
1251;47557;DeviceGen3
1252;91600;DeviceGen3
1253;8786;DeviceGen4
1254;74702;DeviceGen2
1255;29362;DeviceGen2
1256;66456;DeviceGen2
1257;85893;DeviceGen2
1258;51832;DeviceGen4
1259;28958;DeviceGen2
1260;24546;DeviceGen3
1261;52955;DeviceGen4
1262;52740;DeviceGen3
1263;44764;DeviceGen3
1264;82025;DeviceGen2
1265;71943;DeviceGen2
1266;76792;DeviceGen2
1267;84432;DeviceGen3
1268;5046;DeviceGen3
1269;69677;DeviceGen4
1270;24274;DeviceGen4
1271;49273;DeviceGen2
1272;38559;DeviceGen3
1273;91177;DeviceGen3
1274;51856;DeviceGen3
1275;99090;DeviceGen3
1276;26643;DeviceGen2
1277;85892;DeviceGen3
1278;89508;DeviceGen3
1279;54346;DeviceGen3
1280;52769;DeviceGen2
1281;42708;DeviceGen2
1282;96026;DeviceGen2
1283;18288;DeviceGen3
1284;87585;DeviceGen4
1285;82683;DeviceGen2
1286;78623;DeviceGen3
1287;85833;DeviceGen2
1288;41976;DeviceGen4
1289;6145;DeviceGen3
1290;53896;DeviceGen3
1291;20994;DeviceGen3
1292;75675;DeviceGen3
1293;89989;DeviceGen3
1294;54070;DeviceGen3
1295;9140;DeviceGen3
1296;38369;DeviceGen2
1297;48130;DeviceGen2
1298;56329;DeviceGen3
1299;59355;DeviceGen3
1300;14335;DeviceGen4
1301;10552;DeviceGen2
1302;15798;DeviceGen2
1303;95963;DeviceGen2
1304;96274;DeviceGen2
1305;57441;DeviceGen3
1306;21611;DeviceGen3
1307;69619;DeviceGen3
1308;99021;DeviceGen3
1309;67402;DeviceGen3
1310;45265;DeviceGen2
1311;79417;DeviceGen2
1312;96134;DeviceGen3
1313;99009;DeviceGen3
1314;80766;DeviceGen3
1315;1037;DeviceGen2
1316;55061;DeviceGen4
1317;56172;DeviceGen3
1318;95091;DeviceGen3
1319;94944;DeviceGen3
1320;41395;DeviceGen3
1321;96700;DeviceGen3
1322;72647;DeviceGen2
1323;92867;DeviceGen3
1324;38110;DeviceGen2
1325;99542;DeviceGen3
1326;85142;DeviceGen3
1327;37767;DeviceGen2
1328;85082;DeviceGen2
1329;24166;DeviceGen2
1330;12734;DeviceGen2
1331;92707;DeviceGen2
1332;10447;DeviceGen2
1333;48821;DeviceGen3
1334;24689;DeviceGen3
1335;75261;DeviceGen3
1336;98917;DeviceGen3
1337;21796;DeviceGen3
1338;33637;DeviceGen2
1339;92879;DeviceGen2
1340;45563;DeviceGen3
1341;91768;DeviceGen3
1342;96418;DeviceGen3
1343;15182;DeviceGen2
1344;30433;DeviceGen2
1345;32743;DeviceGen2
1346;25982;DeviceGen3
1347;71999;DeviceGen4
1348;29761;DeviceGen4
1349;18206;DeviceGen2
1350;30403;DeviceGen3
1351;50298;DeviceGen3
1352;53376;DeviceGen3
1353;98499;DeviceGen4
1354;87050;DeviceGen3
1355;55548;DeviceGen3
1356;16482;DeviceGen4
1357;85078;DeviceGen3
1358;85641;DeviceGen2
1359;99571;DeviceGen4
1360;94917;DeviceGen3
1361;33494;DeviceGen2
1362;59772;DeviceGen3
1363;5674;DeviceGen2
1364;81198;DeviceGen3
1365;11050;DeviceGen3
1366;39686;DeviceGen3
1367;71730;DeviceGen3
1368;30158;DeviceGen3
1369;27473;DeviceGen2
1370;70428;DeviceGen3
1371;65479;DeviceGen3
1372;79104;DeviceGen3
1373;16796;DeviceGen3
1374;9585;DeviceGen2
1375;82482;DeviceGen3
1376;86054;DeviceGen2
1377;87080;DeviceGen2
1378;66241;DeviceGen3
1379;13876;DeviceGen2
1380;72652;DeviceGen2
1381;52630;DeviceGen3
1382;48209;DeviceGen2
1383;88227;DeviceGen3
1384;88136;DeviceGen3
1385;46011;DeviceGen2
1386;55938;DeviceGen3
1387;62616;DeviceGen2
1388;52410;DeviceGen3
1389;66754;DeviceGen3
1390;26582;DeviceGen2
1391;3702;DeviceGen2
1392;28517;DeviceGen3
1393;18388;DeviceGen3
1394;96436;DeviceGen3
1395;35595;DeviceGen3
1396;98823;DeviceGen3
1397;89689;DeviceGen3
1398;31921;DeviceGen3
1399;73481;DeviceGen4
1400;54924;DeviceGen3
1401;64059;DeviceGen2
1402;28854;DeviceGen4
1403;21522;DeviceGen3
1404;93217;DeviceGen3
1405;28933;DeviceGen3
1406;19716;DeviceGen2
1407;4362;DeviceGen4
1408;88176;DeviceGen3
1409;89323;DeviceGen2
1410;24077;DeviceGen3
1411;54497;DeviceGen2
1412;40366;DeviceGen3
1413;56407;DeviceGen2
1414;77001;DeviceGen3
1415;1514;DeviceGen3
1416;8496;DeviceGen2
1417;80645;DeviceGen3
1418;29402;DeviceGen2
1419;43587;DeviceGen2
1420;88126;DeviceGen3
1421;82549;DeviceGen3
1422;66343;DeviceGen3
1423;52504;DeviceGen3
1424;98460;DeviceGen3
1425;96875;DeviceGen3
1426;23660;DeviceGen3
1427;49120;DeviceGen3
1428;16289;DeviceGen2
1429;79621;DeviceGen3
1430;4346;DeviceGen3
1431;96529;DeviceGen2
1432;42568;DeviceGen3
1433;73876;DeviceGen3
1434;66023;DeviceGen4
1435;37942;DeviceGen2
1436;52814;DeviceGen2
1437;14546;DeviceGen2
1438;7314;DeviceGen4
1439;96660;DeviceGen2
1440;32210;DeviceGen3
1441;19529;DeviceGen3
1442;50727;DeviceGen3
1443;35118;DeviceGen2
1444;97371;DeviceGen3
1445;22267;DeviceGen3
1446;93615;DeviceGen3
1447;14185;DeviceGen3
1448;38081;DeviceGen2
1449;70335;DeviceGen3
1450;97974;DeviceGen3
1451;43398;DeviceGen3
1452;43468;DeviceGen3
1453;91248;DeviceGen2
1454;75126;DeviceGen3
1455;61246;DeviceGen2
1456;90897;DeviceGen3
1457;24381;DeviceGen3
1458;45587;DeviceGen3
1459;7998;DeviceGen4
1460;85789;DeviceGen3
1461;72011;DeviceGen2
1462;44498;DeviceGen3
1463;72511;DeviceGen3
1464;72421;DeviceGen3
1465;41816;DeviceGen2
1466;99493;DeviceGen3
1467;92128;DeviceGen2
1468;6113;DeviceGen3
1469;42353;DeviceGen2
1470;68004;DeviceGen3
1471;1823;DeviceGen3
1472;3263;DeviceGen2
1473;81803;DeviceGen3
1474;51567;DeviceGen3
1475;75712;DeviceGen3
1476;38329;DeviceGen3
1477;36137;DeviceGen2
1478;2098;DeviceGen2
1479;73285;DeviceGen3
1480;30557;DeviceGen2
1481;78764;DeviceGen2
1482;33238;DeviceGen3
1483;60445;DeviceGen2
1484;84416;DeviceGen4
1485;78373;DeviceGen3
1486;66583;DeviceGen2
1487;46146;DeviceGen4
1488;12958;DeviceGen3
1489;73670;DeviceGen3
1490;62148;DeviceGen2
1491;99915;DeviceGen2
1492;12908;DeviceGen2
1493;36168;DeviceGen3
1494;3096;DeviceGen2
1495;9241;DeviceGen2
1496;24934;DeviceGen4
1497;19183;DeviceGen2
1498;65969;DeviceGen3
1499;87862;DeviceGen2
1500;74242;DeviceGen3
1501;5458;DeviceGen3
1502;52213;DeviceGen2
1503;21260;DeviceGen2
1504;66041;DeviceGen2
1505;33081;DeviceGen2
1506;38799;DeviceGen3
1507;1555;DeviceGen2
1508;77639;DeviceGen3
1509;38018;DeviceGen3
1510;39112;DeviceGen2
1511;48188;DeviceGen3
1512;27898;DeviceGen2
1513;37721;DeviceGen3
1514;9430;DeviceGen2
1515;70045;DeviceGen2
1516;23895;DeviceGen3
1517;3163;DeviceGen3
1518;97329;DeviceGen3
1519;33047;DeviceGen4
1520;14056;DeviceGen3
1521;70021;DeviceGen3
1522;27456;DeviceGen3
1523;43590;DeviceGen3
1524;42237;DeviceGen2
1525;53069;DeviceGen2
1526;79977;DeviceGen2
1527;66384;DeviceGen3
1528;64244;DeviceGen3
1529;97731;DeviceGen2
1530;44987;DeviceGen2
1531;81496;DeviceGen3
1532;88333;DeviceGen2
1533;42262;DeviceGen3
1534;79921;DeviceGen2
1535;76327;DeviceGen2
1536;98053;DeviceGen3
1537;16275;DeviceGen2
1538;62673;DeviceGen2
1539;96397;DeviceGen2
1540;73784;DeviceGen3
1541;49272;DeviceGen3
1542;5746;DeviceGen2
1543;41953;DeviceGen3
1544;16152;DeviceGen3
1545;35962;DeviceGen3
1546;14652;DeviceGen3
1547;3188;DeviceGen2
1548;26270;DeviceGen2
1549;60377;DeviceGen3
1550;53368;DeviceGen3
1551;62087;DeviceGen2
1552;73216;DeviceGen3
1553;47466;DeviceGen3
1554;35222;DeviceGen2
1555;94613;DeviceGen3
1556;75227;DeviceGen3
1557;26786;DeviceGen3
1558;40499;DeviceGen4
1559;65455;DeviceGen2
1560;33084;DeviceGen2
1561;79013;DeviceGen3
1562;53385;DeviceGen3
1563;19869;DeviceGen3
1564;1352;DeviceGen2
1565;6473;DeviceGen3
1566;64187;DeviceGen2
1567;32114;DeviceGen3
1568;73268;DeviceGen3
1569;74907;DeviceGen3
1570;21995;DeviceGen3
1571;80944;DeviceGen2
1572;77131;DeviceGen2
1573;20333;DeviceGen2
1574;41005;DeviceGen3
1575;84150;DeviceGen4
1576;6962;DeviceGen3
1577;86441;DeviceGen2
1578;36965;DeviceGen2
1579;72792;DeviceGen3
1580;13966;DeviceGen4
1581;10632;DeviceGen2
1582;71572;DeviceGen3
1583;67240;DeviceGen3
1584;43496;DeviceGen3
1585;53408;DeviceGen3
1586;46773;DeviceGen4
1587;87126;DeviceGen2
1588;90141;DeviceGen2
1589;55121;DeviceGen4
1590;39796;DeviceGen2
1591;56051;DeviceGen2
1592;23822;DeviceGen3
1593;35485;DeviceGen2
1594;18969;DeviceGen3
1595;81068;DeviceGen3
1596;95331;DeviceGen2
1597;54471;DeviceGen3
1598;13633;DeviceGen3
1599;84749;DeviceGen2
1600;3499;DeviceGen2
1601;81272;DeviceGen3
1602;47914;DeviceGen2
1603;60121;DeviceGen3
1604;27342;DeviceGen2
1605;34131;DeviceGen3
1606;4972;DeviceGen3
1607;53493;DeviceGen3
1608;50442;DeviceGen2
1609;52811;DeviceGen3
1610;13192;DeviceGen3
1611;69815;DeviceGen4
1612;83716;DeviceGen3
1613;20406;DeviceGen2
1614;59392;DeviceGen3
1615;30709;DeviceGen3
1616;2775;DeviceGen2
1617;71313;DeviceGen3
1618;20022;DeviceGen2
1619;4735;DeviceGen2
1620;7741;DeviceGen3
1621;98195;DeviceGen3
1622;45516;DeviceGen3
1623;50523;DeviceGen2
1624;91610;DeviceGen2
1625;95989;DeviceGen2
1626;47589;DeviceGen4
1627;97017;DeviceGen2
1628;64648;DeviceGen3
1629;39248;DeviceGen3
1630;41788;DeviceGen3
1631;97734;DeviceGen3
1632;86083;DeviceGen3
1633;20588;DeviceGen3
1634;86421;DeviceGen3
1635;98858;DeviceGen3
1636;65416;DeviceGen3
1637;9790;DeviceGen3
1638;34282;DeviceGen2
1639;5188;DeviceGen2
1640;92028;DeviceGen2
1641;75510;DeviceGen3
1642;63996;DeviceGen3
1643;42682;DeviceGen3
1644;39818;DeviceGen3
1645;10734;DeviceGen3
1646;5960;DeviceGen2
1647;94399;DeviceGen2
1648;70679;DeviceGen3
1649;33519;DeviceGen3
1650;92546;DeviceGen2
1651;58042;DeviceGen2
1652;60249;DeviceGen3
1653;27915;DeviceGen3
1654;24210;DeviceGen3
1655;75401;DeviceGen4
1656;34077;DeviceGen3
1657;72930;DeviceGen3
1658;94321;DeviceGen2
1659;8166;DeviceGen3
1660;32374;DeviceGen3
1661;92013;DeviceGen3
1662;55666;DeviceGen3
1663;78229;DeviceGen2
1664;42537;DeviceGen3
1665;30266;DeviceGen4
1666;51082;DeviceGen2
1667;17459;DeviceGen3
1668;23853;DeviceGen3
1669;11527;DeviceGen3
1670;82812;DeviceGen3
1671;82837;DeviceGen2
1672;22292;DeviceGen3
1673;85819;DeviceGen2
1674;28684;DeviceGen3
1675;34483;DeviceGen2
1676;1125;DeviceGen3
1677;22603;DeviceGen3
1678;90357;DeviceGen2
1679;13178;DeviceGen3
1680;58281;DeviceGen2
1681;28867;DeviceGen2
1682;71671;DeviceGen2
1683;73672;DeviceGen2
1684;88682;DeviceGen2
1685;39826;DeviceGen3
1686;87007;DeviceGen3
1687;98350;DeviceGen3
1688;1895;DeviceGen3
1689;22734;DeviceGen2
1690;7388;DeviceGen3
1691;4750;DeviceGen2
1692;52212;DeviceGen2
1693;54209;DeviceGen2
1694;8801;DeviceGen3
1695;44254;DeviceGen2
1696;68868;DeviceGen3
1697;21312;DeviceGen3
1698;85514;DeviceGen4
1699;36461;DeviceGen2
1700;57921;DeviceGen2
1701;2127;DeviceGen3
1702;89678;DeviceGen2
1703;53089;DeviceGen3
1704;68823;DeviceGen3
1705;12057;DeviceGen2
1706;54644;DeviceGen2
1707;74212;DeviceGen4
1708;26283;DeviceGen3
1709;1579;DeviceGen3
1710;1303;DeviceGen3
1711;29404;DeviceGen2
1712;45487;DeviceGen3
1713;35379;DeviceGen2
1714;46919;DeviceGen3
1715;30007;DeviceGen2
1716;50794;DeviceGen3
1717;30091;DeviceGen3
1718;5104;DeviceGen2
1719;18330;DeviceGen2
1720;91546;DeviceGen2
1721;31489;DeviceGen2
1722;99156;DeviceGen3
1723;52037;DeviceGen2
1724;24047;DeviceGen3
1725;2047;DeviceGen3
1726;98859;DeviceGen2
1727;97669;DeviceGen2
1728;83107;DeviceGen2
1729;58714;DeviceGen3
1730;55151;DeviceGen3
1731;63440;DeviceGen3
1732;45998;DeviceGen3
1733;69643;DeviceGen2
1734;35109;DeviceGen3
1735;94767;DeviceGen4
1736;92460;DeviceGen2
1737;79588;DeviceGen3
1738;89126;DeviceGen3
1739;72593;DeviceGen2
1740;31000;DeviceGen3
1741;67339;DeviceGen3
1742;12766;DeviceGen2
1743;82593;DeviceGen2
1744;63571;DeviceGen2
1745;32247;DeviceGen3
1746;13047;DeviceGen3
1747;78559;DeviceGen3
1748;68857;DeviceGen2
1749;54701;DeviceGen2
1750;69933;DeviceGen3
1751;70546;DeviceGen2
1752;22918;DeviceGen2
1753;97606;DeviceGen3
1754;23285;DeviceGen3
1755;67799;DeviceGen2
1756;99791;DeviceGen2
1757;29109;DeviceGen2
1758;57079;DeviceGen2
1759;67059;DeviceGen2
1760;60154;DeviceGen3
1761;70156;DeviceGen2
1762;33074;DeviceGen3
1763;95991;DeviceGen2
1764;70897;DeviceGen3
1765;63214;DeviceGen2
1766;72222;DeviceGen3
1767;14010;DeviceGen3
1768;99959;DeviceGen3
1769;26671;DeviceGen4
1770;20258;DeviceGen2
1771;48111;DeviceGen2
1772;76702;DeviceGen2
1773;72759;DeviceGen2
1774;21664;DeviceGen4
1775;30267;DeviceGen3
1776;57733;DeviceGen2
1777;15197;DeviceGen3
1778;74121;DeviceGen3
1779;62227;DeviceGen3
1780;85021;DeviceGen2
1781;89403;DeviceGen3
1782;49280;DeviceGen3
1783;35237;DeviceGen3
1784;22029;DeviceGen2
1785;22164;DeviceGen3
1786;69768;DeviceGen3
1787;67337;DeviceGen2
1788;6050;DeviceGen2
1789;94058;DeviceGen3
1790;59156;DeviceGen4
1791;31484;DeviceGen3
1792;2016;DeviceGen2
1793;82054;DeviceGen2
1794;40623;DeviceGen3
1795;52883;DeviceGen2
1796;55643;DeviceGen3
1797;17769;DeviceGen3
1798;27320;DeviceGen3
1799;60878;DeviceGen3
1800;20315;DeviceGen2
1801;48251;DeviceGen2
1802;77245;DeviceGen2
1803;47476;DeviceGen2
1804;9120;DeviceGen3
1805;60594;DeviceGen3
1806;20740;DeviceGen2
1807;25275;DeviceGen2
1808;16704;DeviceGen4
1809;62053;DeviceGen3
1810;88079;DeviceGen3
1811;40019;DeviceGen4
1812;21588;DeviceGen2
1813;34081;DeviceGen2
1814;33295;DeviceGen3
1815;61743;DeviceGen3
1816;80352;DeviceGen3
1817;63691;DeviceGen2
1818;59789;DeviceGen4
1819;44928;DeviceGen2
1820;34224;DeviceGen2
1821;60012;DeviceGen2
1822;30190;DeviceGen3
1823;64157;DeviceGen2
1824;50679;DeviceGen2
1825;2971;DeviceGen3
1826;23127;DeviceGen3
1827;59528;DeviceGen3
1828;83096;DeviceGen2
1829;52944;DeviceGen3
1830;56972;DeviceGen2
1831;91242;DeviceGen2
1832;65763;DeviceGen3
1833;26862;DeviceGen3
1834;83090;DeviceGen4
1835;26743;DeviceGen2
1836;20685;DeviceGen3
1837;62974;DeviceGen4
1838;61981;DeviceGen2
1839;16892;DeviceGen2
1840;55179;DeviceGen3
1841;28040;DeviceGen3
1842;3731;DeviceGen2
1843;41483;DeviceGen3
1844;29340;DeviceGen3
1845;72215;DeviceGen3
1846;47204;DeviceGen3
1847;39817;DeviceGen2
1848;16509;DeviceGen3
1849;54773;DeviceGen2
1850;1394;DeviceGen2
1851;35161;DeviceGen3
1852;35847;DeviceGen2
1853;74300;DeviceGen2
1854;37247;DeviceGen3
1855;39090;DeviceGen3
1856;34271;DeviceGen3
1857;62275;DeviceGen3
1858;64382;DeviceGen3
1859;47100;DeviceGen3
1860;66775;DeviceGen2
1861;94290;DeviceGen4
1862;69354;DeviceGen3
1863;89137;DeviceGen4
1864;36197;DeviceGen3
1865;5914;DeviceGen2
1866;19641;DeviceGen3
1867;8425;DeviceGen2
1868;55946;DeviceGen2
1869;79600;DeviceGen3
1870;25652;DeviceGen3
1871;68904;DeviceGen2
1872;49487;DeviceGen3
1873;22620;DeviceGen3
1874;61841;DeviceGen2
1875;8941;DeviceGen3
1876;58150;DeviceGen3
1877;26436;DeviceGen3
1878;7970;DeviceGen3
1879;10599;DeviceGen2
1880;21604;DeviceGen2
1881;78890;DeviceGen2
1882;9661;DeviceGen3
1883;32452;DeviceGen2
1884;29106;DeviceGen3
1885;75470;DeviceGen3
1886;9201;DeviceGen3
1887;2684;DeviceGen3
1888;35938;DeviceGen3
1889;95508;DeviceGen3
1890;24089;DeviceGen3
1891;41636;DeviceGen3
1892;98892;DeviceGen3
1893;8387;DeviceGen2
1894;23033;DeviceGen2
1895;55442;DeviceGen2
1896;7777;DeviceGen3
1897;31091;DeviceGen3
1898;22988;DeviceGen2
1899;2154;DeviceGen2
1900;30674;DeviceGen4
1901;47714;DeviceGen4
1902;76102;DeviceGen3
1903;79851;DeviceGen2
1904;8861;DeviceGen2
1905;39556;DeviceGen2
1906;24100;DeviceGen2
1907;59606;DeviceGen3
1908;43265;DeviceGen3
1909;22211;DeviceGen2
1910;55206;DeviceGen2
1911;3701;DeviceGen4
1912;63881;DeviceGen3
1913;36994;DeviceGen2
1914;64325;DeviceGen3
1915;99985;DeviceGen3
1916;43537;DeviceGen2
1917;30663;DeviceGen2
1918;90889;DeviceGen2
1919;10102;DeviceGen3
1920;76638;DeviceGen3
1921;19447;DeviceGen2
1922;59357;DeviceGen2
1923;10310;DeviceGen2
1924;85027;DeviceGen2
1925;50328;DeviceGen3
1926;73342;DeviceGen4
1927;98972;DeviceGen3
1928;83817;DeviceGen3
1929;68290;DeviceGen2
1930;91476;DeviceGen2
1931;27217;DeviceGen3
1932;86928;DeviceGen3
1933;3990;DeviceGen3
1934;46736;DeviceGen3
1935;51510;DeviceGen2
1936;88464;DeviceGen3
1937;91270;DeviceGen3
1938;94543;DeviceGen3
1939;67196;DeviceGen3
1940;69338;DeviceGen3
1941;85459;DeviceGen3
1942;71427;DeviceGen3
1943;81903;DeviceGen4
1944;47965;DeviceGen2
1945;98553;DeviceGen2
1946;60789;DeviceGen3
1947;84990;DeviceGen2
1948;60116;DeviceGen3
1949;26189;DeviceGen2
1950;48881;DeviceGen2
1951;1321;DeviceGen3
1952;25361;DeviceGen3
1953;6652;DeviceGen2
1954;42849;DeviceGen3
1955;65928;DeviceGen3
1956;52659;DeviceGen3
1957;12316;DeviceGen3
1958;45590;DeviceGen2
1959;54098;DeviceGen3
1960;60245;DeviceGen3
1961;56798;DeviceGen2
1962;14168;DeviceGen2
1963;28848;DeviceGen2
1964;54587;DeviceGen4
1965;45913;DeviceGen3
1966;29876;DeviceGen2
1967;19896;DeviceGen3
1968;38677;DeviceGen3
1969;36148;DeviceGen3
1970;51217;DeviceGen3
1971;20140;DeviceGen4
1972;98315;DeviceGen3
1973;55232;DeviceGen3
1974;63683;DeviceGen2
1975;80440;DeviceGen2
1976;91603;DeviceGen3
1977;68717;DeviceGen2
1978;73606;DeviceGen3
1979;94253;DeviceGen3
1980;50000;DeviceGen3
1981;83246;DeviceGen3
1982;88695;DeviceGen3
1983;62487;DeviceGen3
1984;46407;DeviceGen3
1985;40405;DeviceGen2
1986;43888;DeviceGen2
1987;32431;DeviceGen3
1988;60090;DeviceGen3
1989;70741;DeviceGen3
1990;48194;DeviceGen3
1991;46835;DeviceGen2
1992;42235;DeviceGen2
1993;6842;DeviceGen3
1994;59072;DeviceGen3
1995;11906;DeviceGen3
1996;37800;DeviceGen2
1997;9763;DeviceGen2
1998;20193;DeviceGen2
1999;71104;DeviceGen3
2000;18520;DeviceGen2
2001;41084;DeviceGen4
2002;85086;DeviceGen2
2003;20213;DeviceGen2
2004;70757;DeviceGen2
2005;28226;DeviceGen3
2006;10789;DeviceGen3
2007;81343;DeviceGen2
2008;83507;DeviceGen3
2009;68481;DeviceGen2
2010;78123;DeviceGen3
2011;43184;DeviceGen3
2012;34014;DeviceGen3
2013;67554;DeviceGen4
2014;83250;DeviceGen3
2015;72308;DeviceGen2
2016;99381;DeviceGen3
2017;90158;DeviceGen2
2018;5272;DeviceGen2
2019;24581;DeviceGen3
2020;17818;DeviceGen2
2021;68843;DeviceGen3
2022;64268;DeviceGen3
2023;72068;DeviceGen2
2024;42241;DeviceGen2
2025;6717;DeviceGen3
2026;72547;DeviceGen3
2027;96102;DeviceGen3
2028;41488;DeviceGen4
2029;65347;DeviceGen3
2030;19048;DeviceGen3
2031;83767;DeviceGen2
2032;39225;DeviceGen3
2033;45341;DeviceGen2
2034;6178;DeviceGen3
2035;46598;DeviceGen2
2036;80673;DeviceGen2
2037;47497;DeviceGen3
2038;44429;DeviceGen3
2039;40615;DeviceGen3
2040;63277;DeviceGen4
2041;58655;DeviceGen3
2042;64565;DeviceGen2
2043;60733;DeviceGen2
2044;95061;DeviceGen3
2045;28847;DeviceGen3
2046;59963;DeviceGen2
2047;7442;DeviceGen3
2048;1729;DeviceGen3
2049;26493;DeviceGen2
2050;98168;DeviceGen3
2051;45132;DeviceGen2
2052;39289;DeviceGen2
2053;14986;DeviceGen3
2054;92600;DeviceGen3
2055;63293;DeviceGen4
2056;87593;DeviceGen3
2057;26886;DeviceGen3
2058;1428;DeviceGen2
2059;68926;DeviceGen3
2060;73215;DeviceGen3
2061;17156;DeviceGen2
2062;61122;DeviceGen3
2063;70502;DeviceGen4
2064;21836;DeviceGen2
2065;61626;DeviceGen3
2066;81140;DeviceGen3
